Title,Price,Location,Rooms,Area,Floor
Отдельный дом · 4 комнаты · 153.3 м² · 10 сот.,41 000 000〒,Садоводческий коллектив Горпрокуратура 121 — Greenland,4,153.3,1
Отдельный дом · 4 комнаты · 200 м² · 10 сот.,20 000 000〒,Бостандық Күйші Қоңыр4 — Мзыкальный мектепке жақын орналасқан,4,200.0,1
Отдельный дом · 7 комнат · 285 м² · 8 сот.,62 000 000〒,"Абайский р-н, мкр Самал-3 184 — Баулык",7,285.0,1
Отдельный дом · 8 комнат · 701 м² · 25 сот.,195 000 000〒,С/т Торпедо 112А,8,701.0,1
Отдельный дом · 5 комнат · 311.7 м² · 3 сот.,158 000 000〒,"Медеуский р-н, Магистауская 18",5,311.7,1
Отдельный дом · 10 комнат · 505 м² · 12 сот.,400 000 000〒,Саздинское лесничество — Район Тойота центр,10,505.0,1
Отдельный дом · 10 комнат · 505 м² · 12 сот.,400 000 000〒,Саздинское лесничество — Район Тойота центр,10,505.0,1
Часть дома · 3 комнаты · 60 м² · 3 сот.,25 000 000〒,"Жетысуский р-н, Кыдырбекулы — Юмашева",3,60.0,1
Отдельный дом · 5 комнат · 209.5 м² · 10 сот.,45 000 000〒,Кожагулов Галымжан 22 — Автодорожников 4 ауыл,5,209.5,1
Отдельный дом · 5 комнат · 100 м² · 10 сот.,29 500 000〒,"мкр. Зачаганск пгт, Дулатова 27",5,100.0,1
Отдельный дом · 4 комнаты · 168 м² · 5 сот.,40 000 000〒,Аккайын — Бахар,4,168.0,1
Отдельный дом · 5 комнат · 300 м² · 9.8 сот.,157 000 000〒,"Наурызбайский р-н, мкр Таусамалы — Ниязбекова",5,300.0,1
Отдельный дом · 3 комнаты · 115 м² · 5 сот.,49 000 000〒,10 линия 983 — Коттеджный городок Жана куат,3,115.0,1
Отдельный дом · 8 комнат · 340 м² · 10 сот.,34 000 000〒,Коркыт Ата 22,8,340.0,1
Отдельный дом · 5 комнат · 180 м² · 5 сот.,63 800 000〒,"Алатауский р-н, мкр Алгабас — Жамбыла",5,180.0,1
Отдельный дом · 5 комнат · 120 м² · 20 сот.,20 000 000〒,Зебницкого 136 — Больница,5,120.0,1
Отдельный дом · 4 комнаты · 80 м² · 6 сот.,27 000 000〒,"Алатауский р-н, мкр Карасу — Зеренды 80",4,80.0,1
Отдельный дом · 4 комнаты · 140 м² · 4.5 сот.,55 000 000〒,Новая 6/1,4,140.0,1
Отдельный дом · 4 комнаты · 145 м² · 2 сот.,43 500 000〒,"Казыбек би р-н, мкр Юго-Восток, Ермекова",4,145.0,1
Отдельный дом · 8 комнат · 400 м² · 8 сот.,130 000 000〒,"Абайский р-н, мкр Самал-2, Ризашылык 34",8,400.0,1
Отдельный дом · 4 комнаты · 54.1 м² · 6 сот.,11 000 000〒,Водопроводная 16,4,54.1,1
Отдельный дом · 12 комнат · 400 м² · 10 сот.,170 000 000〒,"Алматы р-н, Отыкен 17",12,400.0,1
Отдельный дом · 5 комнат · 352.2 м² · 15 сот.,70 000 000〒,3 квартал 422,5,352.2,1
Отдельный дом · 4 комнаты · 130 м² · 6 сот.,24 000 000〒,Центральная 110в,4,130.0,1
Часть дома · 4 комнаты · 75 м² · 2 сот.,36 000 000〒,49 1424,4,75.0,1
Отдельный дом · 9 комнат · 280 м² · 12 сот.,185 000 000〒,"Наурызбайский р-н, мкр Калкаман-2, Айбергенова 144/1",9,280.0,1
Отдельный дом · 5 комнат · 100 м² · 14 сот.,25 000 000〒,Абая 77,5,100.0,1
Отдельный дом · 4 комнаты · 200 м² · 6 сот.,46 000 000〒,Новая 1,4,200.0,1
Отдельный дом · 3 комнаты · 72 м² · 6 сот.,11 500 000〒,Мухтар Ауезов 76 А уй 76а,3,72.0,1
Отдельный дом · 9 комнат · 325 м² · 4 сот.,11 000 000〒,Тёплый плж,9,325.0,1
Часть дома · 4 комнаты · 105 м² · 8 сот.,36 000 000〒,"Есильский р-н, мкр Пригородный, Беласар 8",4,105.0,1
Дача · 5 комнат · 216 м² · 20 сот.,78 000 000〒,"жилой массив Кирпичный, СК Коммунальник 5 А — Рядом лагерь Асем",5,216.0,1
Отдельный дом · 6 комнат · 86 м² · 7 сот.,47 000 000〒,"Наурызбайский р-н, мкр Акжар",6,86.0,1
Дача · 4 комнаты · 100 м² · 9 сот.,7 000 000〒,Обводнитель 156 — Кок судын касындагы дача,4,100.0,1
Отдельный дом · 5 комнат · 130 м² · 5.3 сот.,41 000 000〒,"Алатауский р-н, Тулпар 44 — Кемертоган мешіт",5,130.0,1
Отдельный дом · 5 комнат · 180 м² · 8 сот.,61 000 000〒,"Енбекшинский р-н, Елман 264 — Конырсу",5,180.0,1
Отдельный дом · 7 комнат · 290 м² · 7.4 сот.,110 000 000〒,2 проезд 13 — Сейдалиева,7,290.0,1
Отдельный дом · 5 комнат · 153 м² · 10 сот.,45 000 000〒,"Текстильщиков — ДК Текстильщиков, КСК",5,153.0,1
Отдельный дом · 4 комнаты · 200 м² · 6 сот.,35 000 000〒,Новостройка — Вдоль бака,4,200.0,1
Часть дома · 3 комнаты · 80 м² · 4 сот.,23 000 000〒,"Енбекшинский р-н, 11-й микрорайон, 11-й микрорайон 171а",3,80.0,1
Отдельный дом · 7 комнат · 170 м² · 4.5 сот.,75 000 000〒,15 164 — 14,7,170.0,1
Отдельный дом · 2 комнаты · 100 м² · 8 сот.,10 000 000〒,Байтерек 3.55.7,2,100.0,1
Отдельный дом · 5 комнат · 250 м² · 6 сот.,37 000 000〒,"Туран р-н, Наурызек 115/2 — Ориентировочно находится возле школы 62",5,250.0,1
Отдельный дом · 4 комнаты · 120 м² · 10 сот.,27 000 000〒,Моторного 49,4,120.0,1
Отдельный дом · 6 комнат · 264.9 м² · 8.12 сот.,80 000 000〒,"Сарайшык р-н, Сарын 49/1 — СРОЧНО",6,264.9,1
Отдельный дом · 4 комнаты · 128 м² · 128 сот.,65 000 000〒,"Микрорайон Восточный, Восточная 15 — Ориентир",4,128.0,1
Отдельный дом · 6 комнат · 264.9 м² · 8.12 сот.,80 000 000〒,"Сарайшык р-н, Сарын 49/1 — СРОЧНО",6,264.9,1
Отдельный дом · 4 комнаты · 128 м² · 128 сот.,65 000 000〒,"Микрорайон Восточный, Восточная 15 — Ориентир",4,128.0,1
Отдельный дом · 6 комнат · 280 м² · 10 сот.,121 500 000〒,"Жетысуский р-н, мкр Айнабулак-3, Воронежская 65Б",6,280.0,1
Отдельный дом · 7 комнат · 168 м² · 8 сот.,67 400 000〒,Жана Гасыр 43 — Ардагер,7,168.0,1
Отдельный дом · 7 комнат · 182 м² · 5 сот.,88 000 000〒,Абая 261А,7,182.0,1
Отдельный дом · 4 комнаты · 150 м² · 8 сот.,32 000 000〒,"Каратауский р-н, мкр Достык  73 — Илтипат 1444",4,150.0,1
Отдельный дом · 6 комнат · 140 м² · 10 сот.,18 500 000〒,Акмаржан 21 10,6,140.0,1
Отдельный дом · 6 комнат · 429 м² · 10 сот.,95 000 000〒,мкр Жилгородок 7 — Улица Парковая,6,429.0,1
Отдельный дом · 4 комнаты · 126.6 м² · 10 сот.,32 000 000〒,Мкр Оркен,4,126.6,1
Отдельный дом · 6 комнат · 300 м² · 40.3 сот.,20 000 000〒,Махамбет шугыла Казбек би 13,6,300.0,1
Отдельный дом · 10 комнат · 330 м² · 4.5 сот.,75 000 000〒,"Алатауский р-н, мкр Теректы 20 — Апорт",10,330.0,1
Часть дома · 4 комнаты · 250 м² · 10 сот.,35 000 000〒,Акшабұлак 59 — Айсұлу магазин. 6 шы көше солға.,4,250.0,1
Часть дома · 4 комнаты · 100 м² · 10 сот.,35 000 000〒,34 15,4,100.0,1
Отдельный дом · 6 комнат · 284 м² · 3 сот.,149 000 000〒,"Наурызбайский р-н, мкр Таусамалы",6,284.0,1
Отдельный дом · 3 комнаты · 58.5 м² · 6.25 сот.,40 000 000〒,"Алатауский р-н, мкр Ожет, Сеңгірбаев 11",3,58.5,1
Отдельный дом · 4 комнаты · 104.5 м² · 5 сот.,25 000 000〒,"мкр. Курмыш, Бурабай 24 — Школа 14",4,104.5,1
Отдельный дом · 3 комнаты · 100 м² · 5.5 сот.,38 000 000〒,Гоголя 24 а — Каирбекова Гоголя,3,100.0,1
Отдельный дом · 5 комнат · 99.2 м² · 8 сот.,52 000 000〒,"Абайский р-н, мкр Самал-1 99 — Г.Хайруллина",5,99.2,1
Отдельный дом · 2 комнаты · 40 м² · 10 сот.,10 000 000〒,Шанырак 678,2,40.0,1
Отдельный дом · 4 комнаты · 150 м² · 16 сот.,30 000 000〒,95 квартал 10,4,150.0,1
Отдельный дом · 5 комнат · 99.2 м² · 8 сот.,52 000 000〒,"Абайский р-н, мкр Самал-1 99 — Г.Хайруллина",5,99.2,1
Отдельный дом · 2 комнаты · 40 м² · 10 сот.,10 000 000〒,Шанырак 678,2,40.0,1
Отдельный дом · 4 комнаты · 150 м² · 16 сот.,30 000 000〒,95 квартал 10,4,150.0,1
Часть дома · 4 комнаты · 136.3 м² · 6 сот.,50 000 000〒,Кунаева 46 — Перекресток Матросова Кунаева,4,136.3,1
Отдельный дом · 4 комнаты · 137.6 м² · 24 сот.,30 000 000〒,Суюнбая 19,4,137.6,1
Отдельный дом · 4 комнаты · 130 м² · 6 сот.,10 500 000〒,4я улица,4,130.0,1
Отдельный дом · 5 комнат · 280 м² · 18 сот.,27 900 000〒,Третья Северная 7 — Аблакетка,5,280.0,1
Отдельный дом · 4 комнаты · 80 м² · 7 сот.,28 000 000〒,Мира 25 — Рядом 9 школы,4,80.0,1
Отдельный дом · 7 комнат · 245 м² · 12 сот.,40 170 000〒,Балыктинская 50 — Ленина-Балыктинская,7,245.0,1
Часть дома · 3 комнаты · 135 м² · 4 сот.,48 000 000〒,"Өтеген батыр 1 — Торговый дом Алтын алма, SMALL,",3,135.0,1
Отдельный дом · 4 комнаты · 120 м² · 3 сот.,38 000 000〒,ул 24 709,4,120.0,1
Дача · 7 комнат · 206 м² · 14 сот.,16 000 000〒,Кирпичны Мунайшы 55,7,206.0,1
Отдельный дом · 4 комнаты · 320 м² · 10 сот.,18 500 000〒,СелоТайтобе 113 — Г Косшы,4,320.0,1
Отдельный дом · 7 комнат · 357 м² · 2 сот.,57 000 000〒,"мкр ""Шыгыс 1"", Мкр ""Шыгыс 1"" 261/9 — Шығыс 1",7,357.0,1
Отдельный дом · 5 комнат · 100 м² · 10 сот.,15 500 000〒,Абая 68,5,100.0,1
Отдельный дом · 2 комнаты · 65 м² · 4.5 сот.,11 900 000〒,Желтоқсан 4,2,65.0,1
Отдельный дом · 4 комнаты · 80 м² · 8 сот.,95 000 000〒,Ашимбаева 41 — Жетысуйская угол ашимбаева,4,80.0,1
Часть дома · 3 комнаты · 70 м² · 3.2 сот.,14 000 000〒,Гоголя 22,3,70.0,1
Отдельный дом · 5 комнат · 230 м² · 5.8 сот.,245 000 000〒,"Бостандыкский р-н, мкр Нур Алатау, 14-я линия 240 — Школа Tamos Education",5,230.0,1
Отдельный дом · 8 комнат · 420 м² · 16 сот.,200 000 000〒,"Сазда-1, Тауке Хана 26 — Газиза Жубанова",8,420.0,1
Отдельный дом · 5 комнат · 250 м² · 10 сот.,61 500 000〒,Култегын 30 — Абая,5,250.0,1
Отдельный дом · 3 комнаты · 114 м² · 7 сот.,28 000 000〒,С.т Стройтель 19 — Багбан,3,114.0,1
Отдельный дом · 4 комнаты · 175 м² · 12 сот.,55 000 000〒,Медовая 344а,4,175.0,1
Отдельный дом · 5 комнат · 182 м² · 8 сот.,35 000 000〒,"Каратауский р-н, Қырат 143Б — Балқылбеков қырат",5,182.0,1
Дача · 5 комнат · 100 м² · 10 сот.,11 000 000〒,Рябиновая 106 — Усть-Каменогорское водохранилище,5,100.0,1
Отдельный дом · 5 комнат · 200 м² · 6 сот.,53 000 000〒,АбайКунанбай — Новостроика Жамбыл,5,200.0,1
Часть дома · 3 комнаты · 60 м² · 3 сот.,20 000 000〒,"жилой массив Жилянка, Первомайская",3,60.0,1
Отдельный дом · 5 комнат · 170 м² · 10 сот.,49 000 000〒,Кунаева 6,5,170.0,1
Отдельный дом · 7 комнат · 285 м² · 8 сот.,195 000 000〒,"Наурызбайский р-н, мкр Карагайлы",7,285.0,1
Отдельный дом · 4 комнаты · 181 м² · 7 сот.,38 500 000〒,Атамекен,4,181.0,1
Отдельный дом · 4 комнаты · 150 м² · 6 сот.,68 000 000〒,"Каратауский р-н, мкр Асар  44 — Торғауыт",4,150.0,1
Отдельный дом · 3 комнаты · 90 м² · 8 сот.,36 000 000〒,"Алатауский р-н, мкр Рахат 1456 — Шоған Абыз Қарамерген 2",3,90.0,1
Отдельный дом · 4 комнаты · 200 м² · 19 сот.,16 500 000〒,Нура,4,200.0,1
Отдельный дом · 5 комнат · 146 м² · 6 сот.,50 000 000〒,Жамбыла 56,5,146.0,1
Отдельный дом · 5 комнат · 240 м² · 14 сот.,47 950 000〒,"Сосновый Бор, Хвойная 343",5,240.0,1
Отдельный дом · 7 комнат · 250 м² · 10 сот.,55 000 000〒,"Каратауский р-н, мкр Асар  1512 — Ул.Бойшубар көшесі 6 участок",7,250.0,1
Отдельный дом · 5 комнат · 130 м² · 5 сот.,45 000 000〒,Наурыз 65б — Қала,5,130.0,1
Отдельный дом · 4 комнаты · 68 м² · 10 сот.,18 000 000〒,Кызыл абат,4,68.0,1
Отдельный дом · 6 комнат · 130 м² · 10 сот.,9 200 000〒,Белқожа 79 — Бурыл,6,130.0,1
Отдельный дом · 5 комнат · 210 м² · 8 сот.,125 000 000〒,"Медеуский р-н, мкр Алатау (ИЯФ)",5,210.0,1
Отдельный дом · 6 комнат · 120 м² · 8 сот.,35 000 000〒,"Каратауский р-н, мкр Бозарык , улица уста Мухаммед 44 — Кентобе",6,120.0,1
Часть дома · 4 комнаты · 108 м² · 13 сот.,8 700 000〒,Абая 34,4,108.0,1
Отдельный дом · 8 комнат · 602 м² · 8 сот.,100 000 000〒,"мкр Каспий, Мкр. Каспий 4 — Атырауский Государственный Университет, детсад “Сенім”",8,602.0,1
Часть дома · 2 комнаты · 56 м² · 2.27 сот.,39 000 000〒,"Бостандыкский р-н, Хусаинова 148",2,56.0,1
Отдельный дом · 2 комнаты · 70 м² · 6 сот.,35 000 000〒,Придорожная 119,2,70.0,1
Отдельный дом · 3 комнаты · 116 м² · 8 сот.,35 000 000〒,Жобалама 58 — Айтей,3,116.0,1
Отдельный дом · 5 комнат · 80 м² · 10 сот.,50 000 000〒,"Талгарский р-н, Улица Малькеева, 14 14 — Қонаев көшесі",5,80.0,1
Отдельный дом · 12 комнат · 250 м² · 12.5 сот.,63 000 000〒,Гұлдала жібек жолы 12 — Камалйя рестронының қарсысында,12,250.0,1
Отдельный дом · 7 комнат · 200 м² · 8 сот.,45 000 000〒,Ақан сері 23,7,200.0,1
Отдельный дом · 4 комнаты · 140 м² · 11.5 сот.,27 000 000〒,Альфараби 65 — Сеным кафе,4,140.0,1
Отдельный дом · 8 комнат · 380 м² · 12 сот.,370 000 000〒,Укили ыбырай 32,8,380.0,1
Часть дома · 3 комнаты · 85 м² · 6 сот.,10 500 000〒,Юбилейная 9 2 — Казахская школа,3,85.0,1
Отдельный дом · 6 комнат · 265 м² · 10 сот.,249 000 000〒,"Каратауский р-н, мкр Нурсат 2, Мкр. Мирас ул.Сақ елі 63",6,265.0,1
Отдельный дом · 6 комнат · 75 м² · 7 сот.,11 000 000〒,Таласская переулок 13 — Сах.завод,6,75.0,1
Отдельный дом · 4 комнаты · 150 м² · 10 сот.,16 200 000〒,"Алихана Бокейханова р-н, Майкудук, Майқұдық, 16-шағынаудан 55 — Ташкентская",4,150.0,1
Отдельный дом · 7 комнат · 320 м² · 8 сот.,97 800 000〒,"Наурызбайский р-н, мкр Акжар, Толебекова — Аккияш",7,320.0,1
Отдельный дом · 6 комнат · 208 м² · 6 сот.,51 500 000〒,Береке 13,6,208.0,1
Отдельный дом · 6 комнат · 162 м² · 7 сот.,27 000 000〒,Абая 39 — Земельный комитет,6,162.0,1
Отдельный дом · 4 комнаты · 170 м² · 5 сот.,55 000 000〒,Карбышева,4,170.0,1
Отдельный дом · 6 комнат · 192 м² · 113.9 сот.,80 000 000〒,Жангельды 19,6,192.0,1
Дача · 6 комнат · 150 м² · 2 сот.,36 300 000〒,Дуйсен Баянова 184 б,6,150.0,1
Отдельный дом · 5 комнат · 256 м² · 10 сот.,40 000 000〒,Алия Молдагулова 14,5,256.0,1
Отдельный дом · 4 комнаты · 130 м² · 5 сот.,30 000 000〒,Қумарал,4,130.0,1
Отдельный дом · 7 комнат · 250 м² · 8 сот.,60 000 000〒,"Наурызбайский р-н, мкр Акжар — Бекешева-Койлык",7,250.0,1
Отдельный дом · 4 комнаты · 100 м² · 6.29 сот.,25 999 999〒,"Медеуский р-н, мкр Каменское плато 18",4,100.0,1
Отдельный дом · 5 комнат · 233.5 м² · 10 сот.,110 000 000〒,АкынСара 1а,5,233.5,1
Отдельный дом · 6 комнат · 250 м² · 5 сот.,72 000 000〒,Ракышева 83 — Мечеть Зейнетулла ата,6,250.0,1
Отдельный дом · 4 комнаты · 100 м² · 6 сот.,35 000 000〒,Улттар достыгы 11/2,4,100.0,1
Часть дома · 3 комнаты · 58.8 м² · 5.58 сот.,42 000 000〒,"Казыбек би р-н, мкр Новый Город, Пер. Цветочный 7",3,58.8,1
Часть дома · 7 комнат · 297 м² · 10 сот.,63 000 000〒,Тортколь 54 — Кожабаева и тортколь,7,297.0,1
Отдельный дом · 4 комнаты · 130 м² · 6 сот.,27 000 000〒,"Құдайберген 722 — Кемертоган, 19-км,",4,130.0,1
Отдельный дом · 7 комнат · 320 м² · 13 сот.,115 000 000〒,Дуйсен Баянова 182,7,320.0,1
Отдельный дом · 4 комнаты · 130 м² · 10 сот.,15 500 000〒,"жилой массив Жанаконыс-2, Сулу тор 807",4,130.0,1
Отдельный дом · 3 комнаты · 96 м² · 9 сот.,17 500 000〒,Дом Инвалидов,3,96.0,1
Отдельный дом · 10 комнат · 1300 м² · 25 сот.,2 000 000 000〒,"Медеуский р-н, мкр Бутаковка — Выше ресторана "" Биладжо "" на территории нац парка. В доме проложены проводка, отопление, тёплый пол. На участке два дома",10,1300.0,1
Отдельный дом · 4 комнаты · 136 м² · 4 сот.,57 000 000〒,Нурпеисова 10,4,136.0,1
Отдельный дом · 4 комнаты · 122 м² · 6 сот.,54 500 000〒,2 переулок Конаева — Конаева - Койгельды,4,122.0,1
Отдельный дом · 4 комнаты · 100 м² · 10 сот.,70 000 000〒,"Каратауский р-н, мкр Асар , Сейхун 1077",4,100.0,1
Отдельный дом · 4 комнаты · 130 м² · 6 сот.,25 000 000〒,И.Панфилова 48 — Женис Панфилова,4,130.0,1
Отдельный дом · 4 комнаты · 88 м² · 6 сот.,65 000 000〒,"Алатауский р-н, мкр Самгау, Зелёная 19 — Район Рыскулова - Петрова",4,88.0,1
Отдельный дом · 5 комнат · 200 м² · 9 сот.,98 000 000〒,"Наурызбайский р-н, мкр Акжар — Рымгали нургали 55",5,200.0,1
Отдельный дом · 7 комнат · 240 м² · 8 сот.,25 000 000〒,Байботаев 4а — Водхоз,7,240.0,1
Отдельный дом · 7 комнат · 262.7 м² · 12 сот.,119 999 999〒,"Ауэзовский р-н, ул Илтипат 45 е",7,262.7,1
Отдельный дом · 5 комнат · 161.4 м² · 10 сот.,27 000 000〒,Ауэзова 58 — Абая,5,161.4,1
Отдельный дом · 4 комнаты · 170 м² · 8 сот.,25 500 000〒,28,4,170.0,1
Отдельный дом · 4 комнаты · 160 м² · 10 сот.,69 000 000〒,Салкам жангира 36 — Пушкина пересечение,4,160.0,1
Отдельный дом · 6 комнат · 234 м² · 43 сот.,80 000 000〒,Поселок Новоузенка,6,234.0,1
Отдельный дом · 5 комнат · 238 м² · 10 сот.,49 000 000〒,Мкр.Бирлик позиция 91 — За 22 школой,5,238.0,1
Отдельный дом · 5 комнат · 140 м² · 10 сот.,32 000 000〒,Селеты 27 — Мектептен жанында,5,140.0,1
Дача · 4 комнаты · 70 м² · 2000 сот.,18 000 000〒,9 разъезд — 9 разъезд вдоль трассы,4,70.0,1
Отдельный дом · 6 комнат · 170 м² · 6 сот.,150 000 000〒,"Ауэзовский р-н, Токпанова 12 — Токпанова",6,170.0,1
Отдельный дом · 5 комнат · 170 м² · 8 сот.,41 000 000〒,"Каратауский р-н, мкр Асар-2, Қымбат 90 — Қорғантобе Қымбат",5,170.0,1
Отдельный дом · 4 комнаты · 115 м² · 17 сот.,78 000 000〒,"Бостандыкский р-н, мкр Нурлытау (Энергетик)",4,115.0,1
Отдельный дом · 4 комнаты · 200 м² · 4 сот.,35 000 000〒,Алтай 859,4,200.0,1
Отдельный дом · 6 комнат · 60 м² · 14 сот.,58 000 000〒,Янтарь 47,6,60.0,1
Отдельный дом · 5 комнат · 160 м² · 9 сот.,45 000 000〒,Шмидта 8 — Казыбек би,5,160.0,1
Отдельный дом · 7 комнат · 236.5 м² · 9 сот.,35 000 000〒,Сатпаева 2,7,236.5,1
Отдельный дом · 8 комнат · 400 м² · 7 сот.,65 000 000〒,улица Лермонтова 1 — Габдулла,8,400.0,1
Отдельный дом · 5 комнат · 200 м² · 10 сот.,79 000 000〒,Куат,5,200.0,1
Отдельный дом · 6 комнат · 301 м² · 10 сот.,55 000 000〒,Бакыт Мыханов 19 — Кошербаева,6,301.0,1
Отдельный дом · 10 комнат · 285 м² · 10 сот.,120 000 000〒,"Каратауский р-н, мкр Туран",10,285.0,1
Отдельный дом · 4 комнаты · 130 м² · 8 сот.,10 500 000〒,Жансугіров,4,130.0,1
Часть дома · 2 комнаты · 55 м² · 8 сот.,13 490 000〒,"мкр Атырау, Ойкала 4/5",2,55.0,1
Отдельный дом · 6 комнат · 330 м² · 7 сот.,95 000 000〒,Ружейникова,6,330.0,1
Отдельный дом · 5 комнат · 122.3 м² · 10 сот.,35 000 000〒,Хамит Абенов 29 — Мкр Саяхат,5,122.3,1
Отдельный дом · 3 комнаты · 68.8 м² · 5.9 сот.,8 500 000〒,Смородиновая 8 — Реченька,3,68.8,1
Отдельный дом · 5 комнат · 200 м² · 25 сот.,90 000 000〒,Акколь,5,200.0,1
Отдельный дом · 5 комнат · 183 м² · 8 сот.,39 900 000〒,"Енбекшинский р-н, мкр Специальная экономическая зона ""Оңтүстік"", Қаратөбе тас жолы 726",5,183.0,1
Отдельный дом · 4 комнаты · 113 м² · 6 сот.,55 000 000〒,Бирлик 19Б,4,113.0,1
Отдельный дом · 7 комнат · 180 м² · 6 сот.,150 000 000〒,"Турксибский р-н, Гете 436 — Гаршина",7,180.0,1
Отдельный дом · 2 комнаты · 48 м² · 8.5 сот.,10 000 000〒,"Бәйтерек 316 — Поворот Анар кафе, 3 дом от трассы",2,48.0,1
Часть дома · 4 комнаты · 140 м² · 8 сот.,55 000 000〒,Ардагер 36,4,140.0,1
Отдельный дом · 12 комнат · 500 м² · 8 сот.,33 000 000〒,Желтоксан,12,500.0,1
Часть дома · 2 комнаты · 35 м² · 1 сот.,6 500 000〒,"Турксибский р-н, мкр 13-й военный городок, Туркестанская 3 — Рв-90",2,35.0,1
Отдельный дом · 3 комнаты · 70 м² · 7.3 сот.,9 000 000〒,Родники 29,3,70.0,1
Отдельный дом · 5 комнат · 277 м² · 10 сот.,70 000 000〒,Сиреневая 9,5,277.0,1
Отдельный дом · 5 комнат · 300 м² · 14 сот.,139 000 000〒,7 микрорайон 58,5,300.0,1
Отдельный дом · 4 комнаты · 120 м² · 4.7 сот.,51 999 995〒,"Наурызбайский р-н, мкр Таусамалы — Магазин Аскар",4,120.0,1
Отдельный дом · 5 комнат · 187.1 м² · 6 сот.,35 000 000〒,"мкр Рембаза, Гарышкер 7 — Обл. больница",5,187.1,1
Отдельный дом · 7 комнат · 350.9 м² · 10 сот.,210 000 000〒,М.Ауэзова 16 — Ауэзова Құрылысшы,7,350.9,1
Дача · 1 комната · 23 м² · 11.75 сот.,5 800 000〒,1 водоколонка — ПБС-1,1,23.0,1
Отдельный дом · 5 комнат · 250.5 м² · 7.4 сот.,85 000 000〒,Ш.Айманова 92,5,250.5,1
Отдельный дом · 4 комнаты · 150 м² · 7 сот.,36 000 000〒,"Наурызбайский р-н, мкр Таусамалы, Станция Жазира 118",4,150.0,1
Отдельный дом · 2 комнаты · 76 м² · 8 сот.,26 500 000〒,Атшабарова 83 — Недалеко от магазина Береке,2,76.0,1
Отдельный дом · 5 комнат · 168 м² · 10 сот.,45 000 000〒,"мкр Кокарна, 11",5,168.0,1
Часть дома · 4 комнаты · 100 м² · 5 сот.,4 000 000〒,Бірлік 12/4,4,100.0,1
Отдельный дом · 9 комнат · 840 м² · 12 сот.,699 000 000〒,Раимбек батыра,9,840.0,1
Отдельный дом · 7 комнат · 250.4 м² · 8 сот.,53 500 000〒,"Каратауский р-н, мкр Асар-2 2835 — Нұржол/Тамшылы",7,250.4,1
Отдельный дом · 4 комнаты · 130 м² · 12 сот.,36 000 000〒,Арай-шұғыла 21 — Остров,4,130.0,1
Отдельный дом · 4 комнаты · 135 м² · 5 сот.,35 900 000〒,"Алатауский р-н, мкр Теректы, Мкр Теректы  улица Белкараган — За рынком Жибек жолы",4,135.0,1
Отдельный дом · 10 комнат · 173 м² · 8.6 сот.,51 000 000〒,"Жайык 2, улица 2 17 — Район Байтерек, село Жайык 2",10,173.0,1
Отдельный дом · 10 комнат · 380 м² · 9 сот.,180 000 000〒,Дулатова 28 — Павлова,10,380.0,1
Отдельный дом · 4 комнаты · 150 м² · 4 сот.,49 000 000〒,Ынтымак 28/3,4,150.0,1
Отдельный дом · 2 комнаты · 55.6 м² · 10 сот.,83 500 000〒,"Бостандыкский р-н, мкр Ерменсай, улица Вишневая 46",2,55.6,1
Отдельный дом · 4 комнаты · 113 м² · 20 сот.,40 000 000〒,Алатау 3 — Старая жд аптека,4,113.0,1
Отдельный дом · 4 комнаты · 89.6 м² · 10 сот.,15 000 000〒,"мкр Жастар, Амангелды 14",4,89.6,1
Отдельный дом · 3 комнаты · 76.86 м² · 10 сот.,10 000 000〒,"Ульбинский, Бажова 452",3,76.86,1
Отдельный дом · 4 комнаты · 147 м² · 10 сот.,37 000 000〒,"жилой массив Заречный-3, Заречный 3 1007",4,147.0,1
Отдельный дом · 8 комнат · 450 м² · 10 сот.,130 000 000〒,"мкр Жилгородок, Еділ 1",8,450.0,1
Отдельный дом · 5 комнат · 250 м² · 10 сот.,73 000 000〒,"Абая 15 — Больница, Школа, остановка ,Цон, садик",5,250.0,1
Отдельный дом · 5 комнат · 450 м² · 10 сот.,383 000 000〒,"Бостандыкский р-н, мкр Нурлытау (Энергетик), Газиза Жубанова 39",5,450.0,1
Отдельный дом · 3 комнаты · 100 м² · 6.5 сот.,23 000 000〒,Акиык 14 — Кирова базар,3,100.0,1
Отдельный дом · 5 комнат · 110 м² · 4 сот.,50 000 000〒,"Наурызбайский р-н, мкр Акжар 128б — Бекешева",5,110.0,1
Отдельный дом · 6 комнат · 420 м² · 14 сот.,420 000 000〒,"Нура р-н, Акын Сара 5",6,420.0,1
Отдельный дом · 5 комнат · 175 м² · 6 сот.,50 000 000〒,4 линия 42 — Первомайский рай,5,175.0,1
Отдельный дом · 8 комнат · 300 м² · 6 сот.,90 000 000〒,"Алатауский р-н, мкр Теректы, Қоңырөлең к. 15",8,300.0,1
Часть дома · 4 комнаты · 70 м² · 3 сот.,21 999 999〒,С.Шакирова 164,4,70.0,1
Отдельный дом · 6 комнат · 240 м² · 8 сот.,38 000 000〒,Көктем 47 — Көктем көшесы,6,240.0,1
Отдельный дом · 8 комнат · 328 м² · 6 сот.,30 000 000〒,улица демьян бедного — Пер демьян бедного,8,328.0,1
